作文分词语频统计结果 (GPF分词)
============================================================
文件数量: 282
不同词汇数量: 25,529
============================================================

排名       词语               词频          
15114    楼下人              1           
15115    约翰               1           
15116    烟囱               1           
15117    印尼               1           
15118    暴动               1           
15119    店铺               1           
15120    成家               1           
15121    强奸               1           
15122    祖上               1           
15123    劳工               1           
15124    唐人街              1           
15125    匮乏               1           
15126    打工者              1           
15127    谴贵               1           
15128    打工仔              1           
15129    旅行者              1           
15130    警车               1           
15131    省长               1           
15132    阵容               1           
15133    低能儿              1           
15134    别国               1           
15135    首相               1           
15136    小泉纯一郎            1           
15137    低能               1           
15138    奸商               1           
15139    信誉               1           
15140    断交               1           
15141    假冒伪劣             1           
15142    made             1           
15143    交加               1           
15144    哈日               1           
15145    哈韩               1           
15146    有90%             1           
15147    出口品              1           
15148    篡改               1           
15149    侵华史              1           
15150    孔子学院             1           
15151    荷泽               1           
15152    发言               1           
15153    韩语               1           
15154    翰默尔              1           
15155    门锁               1           
15156    夏令营              1           
15157    带病               1           
15158    大本营              1           
15159    毁于儿童             1           
15160    枪毙               1           
15161    中国龙              1           
15162    山东省垦利县第一中学       1           
15163    行区               1           
15164    小动物乐园            1           
15165    哇,               1           
15166    一家子              1           
15167    细尾               1           
15168    ,怪不得             1           
15169    呵欠               1           
15170    长颈鹿              1           
15171    陆上               1           
15172    哺乳动物--大象         1           
15173    致敬               1           
15174    捕食               1           
15175    狗熊               1           
15176    绝技               1           
15177    过路               1           
15178    动物竞技场            1           
15179    改色               1           
15180    宣战               1           
15181    拔河               1           
15182    力大无穷             1           
15183    水上明星海狮           1           
15184    贝贝气              1           
15185    读文               1           
15186    杂感               1           
15187    入情入境             1           
15188    文里               1           
15189    于锦琰              1           
15190    步行区--车入区--观赏     1           
15191    简朴               1           
15192    兽师               1           
15193    调教               1           
15194    拟人化              1           
15195    写法               1           
15196    面面俱到             1           
15197    妥金录              1           
15198    甘肃省天水师范附属小学      1           
15199    妥金               1           
15200    来京               1           
15201    脸长               1           
15202    黄牙               1           
15203    吴名功              1           
15204    房钱               1           
15205    中年               1           
15206    不怎莫              1           
15207    说三道四             1           
15208    街坊               1           
15209    没什莫出息            1           
15210    包工队              1           
15211    媳妇               1           
15212    滚蛋               1           
15213    好人好报             1           
15214    停工               1           
15215    十九               1           
15216    四百万              1           
15217    管理所              1           
15218    海鲜馆              1           
15219    菜单               1           
15220    网鲍               1           
15221    嘀嘀咕咕             1           
15222    语无伦次             1           
15223    上菜               1           
15224    打车               1           
15225    耿耿于怀             1           
15226    吴功               1           
15227    财宝               1           
15228    学识               1           
15229    传开               1           
15230    得胜               1           
15231    阿谀               1           
15232    北京市第十七           1           
15233    货架               1           
15234    顾影自怜             1           
15235    圆脸               1           
15236    黑黑大大             1           
15237    宽鼻子              1           
15238    红嘴巴              1           
15239    小辫               1           
15240    安置               1           
15241    蓝企鹅大肚子           1           
15242    得来               1           
15243    插嘴               1           
15244    少先队              1           
15245    大队长              1           
15246    细缝               1           
15247    肠胃               1           
15248    存钱               1           
15249    进一枚硬币            1           
15250    亲亲               1           
15251    啪―               1           
15252    一枚枚              1           
15253    山东省滨州市滨城滨北中学     1           
15254    赵冬枝              1           
15255    都玉珍              1           
15256    主题口              1           
15257    集中               1           
15258    价值观----          1           
15259    奥林匹              1           
15260    热们               1           
15261    会聚               1           
15262    Ｏne              1           
15263    World            1           
15264    One              1           
15265    Dream            1           
15266    简练               1           
15267    母体               1           
15268    接踵而来             1           
15269    夜间               1           
15270    放成               1           
15271    景象．              1           
15272    大气磅礴             1           
15273    回味．              1           
15274    动．               1           
15275    盛．               1           
15276    异常．              1           
15277    ２００８年            1           
15278    无以言表             1           
15279    祝福．              1           
15280    身居               1           
15281    梦想．              1           
15282    几十万              1           
15283    征稿               1           
15284    二十一万分之一          1           
15285    精华．              1           
15286    惊喜．              1           
15287    内蒙古赤峰市敖汉旗        1           
15288    新惠三              1           
15289    千家万户             1           
15290    使团               1           
15291    胜败               1           
15292    一念               1           
15293    女皇               1           
15294    邓亚萍              1           
15295    荷排               1           
15296    容纳               1           
15297    beijing          1           
15298    惊天               1           
15299    欢声               1           
15300    欢歌曼舞             1           
15301    洛桑               1           
15302    裤帽               1           
15303    英姿勃发             1           
15304    雄鸡               1           
15305    加劲               1           
15306    印－               1           
15307    太极拳              1           
15308    招式               1           
15309    体形               1           
15310    beijing2008      1           
15311    过目难忘             1           
15312    新任               1           
15313    奥委会              1           
15314    大江南北             1           
15315    替换               1           
15316    拔地而起             1           
15317    巍然               1           
15318    中村               1           
15319    各行各业             1           
15320    稿纸               1           
15321    盛情               1           
15322    共聚               1           
15323    欢庆               1           
15324    黄阁               1           
15325    大栅栏街             1           
15326    消声               1           
15327    灭迹               1           
15328    打包               1           
15329    言善语              1           
15330    大栅栏              1           
15331    一场场              1           
15332    与日俱增             1           
15333    荟萃               1           
15334    奖牌               1           
15335    锦绣               1           
15336    摘金夺银             1           
15337    奇芭               1           
15338    欢腾               1           
15339    国家体育场            1           
15340    高潮迭起             1           
15341    高燃               1           
15342    杭锦后旗             1           
15343    不只               1           
15344    私心杂念             1           
15345    60亿              1           
15346    盈斥               1           
15347    金光               1           
15348    罗雪娟              1           
15349    霍尔金娜             1           
15350    申雪               1           
15351    赵宏博              1           
15352    荒川               1           
15353    荆香               1           
15354    阿兰?约翰逊           1           
15355    掷铁饼者             1           
15356    长裙               1           
15357    橄榄枝              1           
15358    花环               1           
15359    世界屋脊             1           
15360    塔克拉玛干            1           
15361    阿波罗会             1           
15362    一飞冲天             1           
15363    南国               1           
15364    芭蕉               1           
15365    :One             1           
15366    world,one        1           
15367    krea             1           
15368    蒋兰兰              1           
15369    枣儿               1           
15370    小二               1           
15371    一言言              1           
15372    吹嘘               1           
15373    绿豆糕              1           
15374    收音机              1           
15375    目空一切             1           
15376    静神               1           
15377    凝思               1           
15378    干干什么             1           
15379    新版               1           
15380    眼眉               1           
15381    姣花               1           
15382    分'               1           
15383    胡说八道             1           
15384    肃静               1           
15385    大F               1           
15386    l,               1           
15387    大S               1           
15388    同乐               1           
15389    杨伟霞              1           
15390    风总会              1           
15391    拨动               1           
15392    心弦               1           
15393    女鬼               1           
15394    报仇               1           
15395    颤动               1           
15396    轻悄悄地             1           
15397    烟舍               1           
15398    不怎么亮             1           
15399    刷漆               1           
15400    曹王一中9.5蔺玲艳       1           
15401    破晓               1           
15402    熹微               1           
15403    懵懂               1           
15404    静静无声             1           
15405    似坛               1           
15406    老酒               1           
15407    香醇               1           
15408    名画               1           
15409    名贵               1           
15410    呱呱               1           
15411    半生               1           
15412    雨衣               1           
15413    跨上               1           
15414    搜肠               1           
15415    疏口拙              1           
15416    床单               1           
15417    扑灭               1           
15418    执行者              1           
15419    一言一行             1           
15420    岸沿               1           
15421    亮在在              1           
15422    污秽               1           
15423    渺无人烟             1           
15424    静静坐              1           
15425    繁多               1           
15426    信使               1           
15427    红作者              1           
15428    6岁               1           
15429    希奇               1           
15430    哎（A）             1           
15431    摇头晃脑             1           
15432    文绉               1           
15433    声调               1           
15434    小鸭               1           
15435    架子               1           
15436    耳福               1           
15437    三克油              1           
15438    ······我          1           
15439    生硬               1           
15440    直咽口水······       1           
15441    美洲               1           
15442    新大陆              1           
15443    吹牛史              1           
15444    原版书              1           
15445    幼稚园              1           
15446    …才               1           
15447    含意               1           
15448    贵州省安龙县           1           
15449    蔡凯               1           
15450    山后               1           
15451    延展               1           
15452    乐滋滋              1           
15453    口答               1           
15454    说不说              1           
15455    上一动不动            1           
15456    白沫               1           
15457    台词               1           
15458    耳根               1           
15459    个人主义             1           
15460    咋样               1           
15461    义气               1           
15462    反之               1           
15463    忙忙               1           
15464    冲刺               1           
15465    死定               1           
15466    西下               1           
15467    四川德阳五中           1           
15468    甜甜地说             1           
15469    撂下               1           
15470    哧哧               1           
15471    楼门               1           
15472    笑盈盈              1           
15473    蜻蜓               1           
15474    奔走               1           
15475    德育会              1           
15476    宽带公司             1           
15477    腰肢               1           
15478    摞子               1           
15479    子事               1           
15480    这样子中奖            1           
15481    筒儿               1           
15482    抽奖箱              1           
15483    泡泡机              1           
15484    流丽               1           
15485    碰触               1           
15486    小孩子气             1           
15487    7点               1           
15488    辽宁省锦州市凌河区        1           
15489    吉庆               1           
15490    上海市宝山区           1           
15491    高二（1）班洪超20043    1           
15492    炫丽               1           
15493    外层               1           
15494    蕴藏               1           
15495    自其不变者            1           
15496    归纳               1           
15497    尚且               1           
15498    讲信               1           
15499    修睦               1           
15500    现代仁人志士           1           
15501    岂甘落后             1           
15502    响斥               1           
15503    诉求               1           
15504    精髓               1           
15505    举世瞩目             1           
15506    Bettercity,betterlife 1           
15507    息息相关             1           
15508    GD               1           
15509    上扬               1           
15510    切身               1           
15511    塑令               1           
15512    两高一低             1           
15513    出品               1           
15514    退税率              1           
15515    无污染              1           
15516    斐然               1           
15517    体系               1           
15518    探求               1           
15519    蓝本               1           
15520    燃眉之急             1           
15521    债权国              1           
15522    引进               1           
15523    核心               1           
15524    节能               1           
15525    兼顾               1           
15526    百分之六十五           1           
15527    百分之六十九           1           
15528    连绵区              1           
15529    渤海               1           
15530    长三角              1           
15531    珠三角城市群           1           
15532    综合国力             1           
15533    天时               1           
15534    人和               1           
15535    甘当               1           
15536    苏洵               1           
15537    劝导               1           
15538    盈虚者如彼            1           
15539    消长               1           
15540    既定               1           
15541    之所共适             1           
15542    重要性              1           
15543    一体               1           
15544    扶助               1           
15545    共谋               1           
15546    农时               1           
15547    产业               1           
15548    Be               1           
15549    ty               1           
15550    li               1           
15551    史记               1           
15552    守株待兔             1           
15553    农夫               1           
15554    晚班               1           
15555    掌厨               1           
15556    正中               1           
15557    旁观者              1           
15558    被观者              1           
15559    窗关               1           
15560    理直气壮道            1           
15561    关窗               1           
15562    唇枪舌战             1           
15563    耍赖               1           
15564    秉性难改者            1           
15565    好赖               1           
15566    说说笑笑             1           
15567    忌讳               1           
15568    主妇               1           
15569    杀手锏              1           
15570    腰酸背疼             1           
15571    见状               1           
15572    演技               1           
15573    蒙在鼓里             1           
15574    年理               1           
15575    词典               1           
15576    上虞市滨江小学          1           
15577    新绿文学社            1           
15578    黄兰娟              1           
15579    考分               1           
15580    优劣               1           
15581    短期               1           
15582    验收               1           
15583    桀骜乖戾             1           
15584    重磅               1           
15585    怪圈               1           
15586    败北               1           
15587    懊丧               1           
15588    作秀               1           
15589    做做               1           
15590    缓冲               1           
15591    考成               1           
15592    小V               1           
15593    与日俱近             1           
15594    境况               1           
15595    际遇               1           
15596    清廷剧              1           
15597    贺词               1           
15598    陈述句              1           
15599    田莘耕中学            1           
15600    胡青云              1           
15601    哈利波特             1           
15602    归类               1           
15603    纪事               1           
15604    可读性              1           
15605    卓绝               1           
15606    搏斗               1           
15607    霍格沃茨魔法学校         1           
15608    邓不利              1           
15609    寄宿               1           
15610    法师               1           
15611    随从               1           
15612    叫作               1           
15613    基于               1           
15614    趋之若鹜             1           
15615    职业               1           
15616    商制               1           
15617    销售量              1           
15618    埋设               1           
15619    伏笔               1           
15620    牵肠挂肚             1           
15621    挖空心思             1           
15622    月1               1           
15623    混血               1           
15624    过人之处             1           
15625    海格               1           
15626    霍格莫德             1           
15627    哈利               1           
15628    隐形衣              1           
15629    争霸赛              1           
15630    火龙               1           
15631    瑞典               1           
15632    鼻龙               1           
15633    威尔士              1           
15634    蜂龙               1           
15635    紧密               1           
15636    福尔摩斯探案集          1           
15637    贝克街              1           
15638    生活化              1           
15639    十字               1           
15640    灵阁               1           
15641    储蓄所              1           
15642    网点               1           
15643    门市               1           
15644    天地人              1           
15645    精气神              1           
15646    无处               1           
15647    随处可见             1           
15648    巫婆               1           
15649    千姿百态             1           
15650    三十九              1           
15651    口令               1           
15652    不灵               1           
15653    丰富多采             1           
15654    冰耗子              1           
15655    果冻               1           
15656    鼻涕虫              1           
15657    嘶嘶飕飕蜂            1           
15658    粪弹               1           
15659    咬鼻子茶杯            1           
15660    忌辰               1           
15661    盥洗室              1           
15662    金娘               1           
15663    冤魂               1           
15664    阿拉戈克             1           
15665    阴魂               1           
15666    汤姆·里德尔           1           
15667    曼德拉              1           
15668    长大成人             1           
15669    药水               1           
15670    石化               1           
15671    起死回生             1           
15672    复方               1           
15673    汤剂               1           
15674    诡谲               1           
15675    饶有               1           
15676    情趣               1           
15677    悬念               1           
15678    泾渭分明             1           
15679    异邦               1           
15680    拥戴               1           
15681    世风               1           
15682    日下               1           
15683    不古               1           
15684    坚信不移             1           
15685    风尚               1           
15686    真假               1           
15687    是非曲直             1           
15688    空泛               1           
15689    真善美              1           
15690    假恶丑              1           
15691    正误               1           
15692    仁者               1           
15693    见仁               1           
15694    智者见智             1           
15695    教堂               1           
15696    保守党              1           
15697    童子军              1           
15698    意识形态             1           
15699    伊尼德·布莱顿          1           
15700    布莱顿              1           
15701    程门               1           
15702    立雪               1           
15703    温故知新             1           
15704    肉长               1           
15705    经不住              1           
15706    感人至深             1           
15707    公交               1           
15708    让座               1           
15709    秩序井然             1           
15710    来去               1           
15711    素不相识             1           
15712    正大综艺             1           
15713    补妆               1           
15714    轮椅               1           
15715    残疾人              1           
15716    无常               1           
15717    悲苦               1           
15718    怒恨               1           
15719    伸展               1           
15720    根须               1           
15721    斧头               1           
15722    无冤无故             1           
15723    债务               1           
15724    熔炼刀斧             1           
15725    锄犁               1           
15726    善源自              1           
15727    自发               1           
15728    缥渺               1           
15729    不可多得             1           
15730    动情               1           
15731    航向               1           
15732    吴伯箫中学            1           
15733    亓磊               1           
15734    冷空气              1           
15735    一百四十五            1           
15736    小提琴              1           
15737    拉动               1           
15738    帅毛               1           
15739    空空如也             1           
15740    白壁               1           
15741    跺脚               1           
15742    讯息               1           
15743    传达               1           
15744    不可逾越             1           
15745    空空荡荡             1           
15746    刻度               1           
15747    身隔               1           
15748    两地               1           
15749    摇摆不定             1           
15750    令人感动             1           
15751    邱虾               1           
15752    鹌鹑               1           
15753    旺盛               1           
15754    洁身自好             1           
15755    朱者               1           
15756    近墨者黑             1           
15757    始作俑者             1           
15758    败笔               1           
15759    缰绳               1           
15760    亲昵               1           
15761    凑凑               1           
15762    预约               1           
15763    会诊               1           
15764    奢求               1           
15765    淄博市              1           
15766    临淄实验中学           1           
15767    国宝               1           
15768    开夜               1           
15769    蜷坐               1           
15770    小桌               1           
15771    圆周               1           
15772    抛体               1           
15773    向心               1           
15774    加速度              1           
15775    一堆堆              1           
15776    物理名词             1           
15777    推导               1           
15778    理顺               1           
15779    悠哉乐哉             1           
15780    锤锤               1           
15781    急转弯              1           
15782    0点               1           
15783    挑灯夜战             1           
15784    下沉               1           
15785    自作               1           
15786    自受               1           
15787    受累               1           
15788    瞌睡               1           
15789    粉白               1           
15790    眼窝               1           
15791    暗淡无精打采           1           
15792    定局               1           
15793    2班               1           
15794    21900多           1           
15795    海路               1           
15796    空降兵站队            1           
15797    武警装甲站队           1           
15798    轰天               1           
15799    心惊胆战             1           
15800    发话               1           
15801    回话               1           
15802    机动               1           
15803    无人机              1           
15804    中国国泰民安           1           
15805    外战               1           
15806    冰灾               1           
15807    抢险               1           
15808    救灾               1           
15809    水灾               1           
15810    险些               1           
15811    领导有之             1           
15812    电动车              1           
15813    人力               1           
15814    一经               1           
15815    不负有心人            1           
15816    报效               1           
15817    妖冶               1           
15818    遍野               1           
15819    跪拜               1           
15820    亿万               1           
15821    感知               1           
15822    然而久经战争           1           
15823    弥足珍贵             1           
15824    永失               1           
15825    浇筑               1           
15826    希波战争             1           
15827    亚细亚              1           
15828    城邦               1           
15829    燎原               1           
15830    撩动               1           
15831    雄心               1           
15832    骁勇               1           
15833    告示               1           
15834    厮杀               1           
15835    肝胆相照             1           
15836    义友               1           
15837    领袖               1           
15838    自相残杀             1           
15839    央求               1           
15840    兵士               1           
15841    一把手              1           
15842    波斯               1           
15843    厌战               1           
15844    道道               1           
15845    军令               1           
15846    埃雷特里亚            1           
15847    捐弃前嫌             1           
15848    外敌               1           
15849    战事               1           
15850    波斯军              1           
15851    颁布               1           
15852    召令               1           
15853    低劣               1           
15854    菲列特列加声嘶力竭        1           
15855    先师               1           
15856    圣灵               1           
15857    调味品              1           
15858    重演               1           
15859    怒诉               1           
15860    应声               1           
15861    闹声               1           
15862    老爹               1           
15863    起早摸黑             1           
15864    混出               1           
15865    要不起              1           
15866    从早到晚             1           
15867    七姑               1           
15868    八婆               1           
15869    伏侍               1           
15870    端茶               1           
15871    劳碌命              1           
15872    哭闹声              1           
15873    骂声               1           
15874    人声               1           
15875    闹心               1           
15876    有如一场场            1           
15877    蓬头               1           
15878    泼妇               1           
15879    诱人               1           
15880    焦心               1           
15881    望眼欲穿             1           
15882    娇媚               1           
15883    眉眼               1           
15884    眼看看              1           
15885    难为情              1           
15886    偏门               1           
15887    回鸣               1           
15888    摩擦声              1           
15889    不规则              1           
15890    运行论              1           
15891    日心               1           
15892    轩然大波             1           
15893    亚里士多德－托勒密        1           
15894    基督               1           
15895    教义               1           
15896    说法               1           
15897    封杀               1           
15898    教士               1           
15899    切切               1           
15900    迫害               1           
15901    预谋               1           
15902    火舌               1           
15903    高声疾呼             1           
15904    木柴               1           
15905    宝座               1           
15906    皇冠               1           
15907    天文学              1           
15908    科学史              1           
15909    告慰               1           
15910    默许               1           
15911    顶处               1           
15912    宏远               1           
15913    万恶               1           
15914    领会               1           
15915    生发               1           
15916    感晓               1           
15917    乌托邦式             1           
15918    庞贝               1           
15919    楼兰               1           
15920    ,国               1           
15921    化为乌有             1           
15922    间断               1           
15923    宽容,战争            1           
15924    RE               1           
15925    DE               1           
15926    RI               1           
15927    (古式              1           
15928    MATILDA（玛蒂达      1           
15929    老式               1           
15930    占优势者             1           
15931    避暑               1           
15932    温度计              1           
15933    换动               1           
15934    斜留海              1           
15935    运动衫              1           
15936    迷倒               1           
15937    汗流浃背             1           
15938    避生               1           
15939    情理之中             1           
15940    科学楼              1           
15941    办公楼              1           
15942    躯干               1           
15943    下放               1           
15944    不大不小             1           
15945    青石               1           
15946    暑气               1           
15947    吊扇扇              1           
15948    一席之地             1           
15949    兵家必争之地           1           
15950    拿下               1           
15951    毫不客气             1           
15952    面包公相差无几          1           
15953    没日没夜             1           
15954    帮逸               1           
15955    寒噤               1           
15956    一哄而散             1           
15957    林荫路              1           
15958    菱角               1           
15959    狭小               1           
15960    声乐               1           
15961    枯黄色              1           
15962    家里面              1           
15963    病魔               1           
15964    复发               1           
15965    哑语               1           
15966    光映               1           
15967    缺席               1           
15968    呼啸声              1           
15969    顶替               1           
15970    逸走               1           
15971    倾泻               1           
15972    黑发               1           
15973    别比               1           
15974    飞脚               1           
15975    血际               1           
15976    限界               1           
15977    秘传               1           
15978    辛运               1           
15979    卷儿               1           
15980    飘飘然              1           
15981    忍道               1           
15982    查克拉平             1           
15983    高等               1           
15984    小鬼尽然             1           
15985    o角               1           
15986    防御               1           
15987    左面               1           
15988    右面               1           
15989    查克               1           
15990    烟影               1           
15991    勉勉               1           
15992    强强               1           
15993    真确               1           
15994    查克拉森林            1           
15995    臭狐狸              1           
15996    底力               1           
15997    打斗               1           
15998    回天               1           
15999    飞跃               1           
16000    土裂               1           
16001    回天之术             1           
16002    看不着              1           
16003    拳头来              1           
16004    下颚               1           
16005    获胜者              1           
16006    白银市二中            1           
16007    魏家友              1           
16008    优缺点              1           
16009    参半               1           
16010    凸显               1           
16011    呀呀学语             1           
16012    针头               1           
16013    恶狠狠              1           
16014    拳脚               1           
16015    武术               1           
16016    亮晃晃              1           
16017    九节鞭              1           
16018    好耍               1           
16019    云游               1           
16020    撒手不管             1           
16021    屡屡               1           
16022    铁托               1           
16023    共享               1           
16024    鲜活               1           
16025    晚归               1           
16026    高高地              1           
16027    支撑点              1           
16028    融合点              1           
16029    王灵灵              1           
16030    作文本              1           
16031    过得去              1           
16032    截然不同             1           
16033    滋生               1           
16034    悄然化之             1           
16035    明明灭灭             1           
16036    宁荣二府纭纭众生         1           
16037    曲赋               1           
16038    曹雪芹              1           
16039    周汝昌              1           
16040    刘心武              1           
16041    李国文              1           
16042    评说               1           
16043    书香斋              1           
16044    撰写               1           
16045    特棒               1           
16046    拜师               1           
16047    略知一二             1           
16048    暴打               1           
16049    俾斯               1           
16050    OL               1           
16051    拘泥               1           
16052    检修               1           
16053    雨棚               1           
16054    油污               1           
16055    修车               1           
16056    贞树               1           
16057    阿宝               1           
16058    东辰               1           
16059    嘘寒问暖             1           
16060    受苦               1           
16061    吃苦               1           
16062    化解               1           
16063    无畏               1           
16064    言辞               1           
16065    乘风               1           
16066    牵拌               1           
16067    根线               1           
16068    垂涎               1           
16069    冬雨               1           
16070    市面               1           
16071    朋友家              1           
16072    掉落               1           
16073    有生以来             1           
16074    春风化雨             1           
16075    粗疏               1           
16076    气恼               1           
16077    栽种               1           
16078    竹笋               1           
16079    破土               1           
16080    节节               1           
16081    嫩黄               1           
16082    培植               1           
16083    --题记             1           
16084    门早               1           
16085    莫子欣              1           
16086    厂长               1           
16087    子弟               1           
16088    老师--子欣           1           
16089    复读               1           
16090    一等               1           
16091    奖学金              1           
16092    包揽               1           
16093    接子欣              1           
16094    从小到大一帆风顺         1           
16095    不闻               1           
16096    子欣亮亮             1           
16097    惊见子欣             1           
16098    抚住               1           
16099    述说               1           
16100    安尉               1           
16101    心肌炎              1           
16102    病愈               1           
16103    隐隐不安--萧桐         1           
16104    小袋               1           
16105    萧洒               1           
16106    凄凄惨惨戚戚           1           
16107    满地黄花堆积           1           
16108    憔悴损              1           
16109    窗儿               1           
16110    思忖               1           
16111    染睫               1           
16112    可林               1           
16113    凄凄惨惨             1           
16114    放榜               1           
16115    级部               1           
16116    中上游              1           
16117    先天性              1           
16118    初识               1           
16119    波心               1           
16120    小欣               1           
16121    日照港务局中学          1           
16122    崩山               1           
16123    尸骨               1           
16124    大好河山             1           
16125    重灾区              1           
16126    什邡               1           
16127    绵竹               1           
16128    汉旺               1           
